001600190314,5031541549283,001,31/12/2020
001600190315,6215444718485,001,31/12/2020
001600190316,9125866831215,001,31/12/2020
001600190317,8357152759059,001,31/12/2020
001600190318,4079448832895,001,31/12/2020
001600190319,6663106816153,001,31/12/2020
001600190320,2175889202799,001,31/12/2020
001600190321,8403268948550,001,31/12/2020
001600190322,7613106268780,001,31/12/2020
001600190323,2719118134865,001,31/12/2020
001600190324,2650523747684,001,31/12/2020
001600190325,8438253934044,001,31/12/2020
001600190326,3656086197843,001,31/12/2020
001600190327,6616578777075,001,31/12/2020
001600190328,5998741246503,001,31/12/2020
001600190329,6489080832252,001,31/12/2020
001600190330,4096646035234,001,31/12/2020
001600190331,9981909337807,001,31/12/2020
001600190332,3337445788660,001,31/12/2020
001600190333,1359506447495,001,31/12/2020
001600190334,5435145507341,001,31/12/2020
001600190335,6349213311339,001,31/12/2020
001600190336,8843527330183,001,31/12/2020
001600190337,6362296777186,001,31/12/2020
001600190338,5622650786169,001,31/12/2020
001600190339,1712691210011,001,31/12/2020
001600190340,1103469681336,001,31/12/2020
001600190341,3317176889423,001,31/12/2020
001600190342,2818726866180,001,31/12/2020
001600190343,2110460604405,001,31/12/2020
001600190344,8110395368803,001,31/12/2020
001600190345,1420530735061,001,31/12/2020
001600190346,6227318826484,001,31/12/2020
001600190347,8348174374671,001,31/12/2020
001600190348,6215444639255,001,31/12/2020
001600190349,5983963638281,001,31/12/2020
001600190350,3991556224822,001,31/12/2020
001600190351,4335759014807,001,31/12/2020
001600190352,5976659733730,001,31/12/2020
001600190353,2795637129200,001,31/12/2020
001600190354,3392237143602,001,31/12/2020
001600190355,7949725440581,001,31/12/2020
001600190356,5972848654415,001,31/12/2020
001600190357,2774043223125,001,31/12/2020
001600190358,6886045822970,001,31/12/2020
001600190359,5854779264582,001,31/12/2020
001600190360,2224854501413,001,31/12/2020
001600190361,9919625319580,001,31/12/2020
001600190362,4794330386229,001,31/12/2020
001600190363,2542100659293,001,31/12/2020
001600190364,7721874290312,001,31/12/2020
001600190365,5936857783254,001,31/12/2020
001600190366,1290796854065,001,31/12/2020
001600190367,9634275876942,001,31/12/2020
001600190368,4050750934612,001,31/12/2020
001600190369,3500752413084,001,31/12/2020
001600190370,7870693300370,001,31/12/2020
001600190371,3683871457371,001,31/12/2020
001600190372,7875907844447,001,31/12/2020
001600190373,2368846999763,001,31/12/2020
001600190374,2047639992334,001,31/12/2020
001600190375,9629636934524,001,31/12/2020
001600190376,3580464887719,001,31/12/2020
001600190377,6711990281103,001,31/12/2020
001600190378,4961189641501,001,31/12/2020
001600190379,1688559868605,001,31/12/2020
001600190380,2208733387487,001,31/12/2020
001600190381,4335194887244,001,31/12/2020
001600190382,2818450274350,001,31/12/2020
001600190383,2585339520249,001,31/12/2020
001600190384,9301813884566,001,31/12/2020
001600190385,9395835624106,001,31/12/2020
001600190386,9652743980154,001,31/12/2020
001600190387,8530396777252,001,31/12/2020
001600190388,2204308818372,001,31/12/2020
001600190389,8547703175919,001,31/12/2020
001600190390,5774056068256,001,31/12/2020
001600190391,4649473983243,001,31/12/2020
001600190392,5077210110069,001,31/12/2020
001600190393,4962237182312,001,31/12/2020
001600190394,3801122001574,001,31/12/2020
001600190395,9025832122329,001,31/12/2020
001600190396,2983909364983,001,31/12/2020
001600190397,4689629095771,001,31/12/2020
001600190398,7386417990810,001,31/12/2020
001600190399,2846980205690,001,31/12/2020
001600190400,2321791398820,001,31/12/2020
001600190401,4068533190814,001,31/12/2020
001600190402,9904760477889,001,31/12/2020
001600190403,3776687194612,001,31/12/2020
001600190404,4256443204687,001,31/12/2020
001600190405,9200134562337,001,31/12/2020
001600190406,4837259048289,001,31/12/2020
001600190407,1167464652358,001,31/12/2020
001600190408,7809800412915,001,31/12/2020
001600190409,6273695477243,001,31/12/2020
001600190410,5817714849601,001,31/12/2020
001600190411,5155107776676,001,31/12/2020
001600190412,5177831574292,001,31/12/2020
001600190413,4161708859322,001,31/12/2020
001600190414,9903919655177,001,31/12/2020
001600190415,4481136326486,001,31/12/2020
001600190416,8780416520955,001,31/12/2020
001600190417,7128833452196,001,31/12/2020
001600190418,8210645111057,001,31/12/2020
001600190419,5342753017758,001,31/12/2020
001600190420,2912363661199,001,31/12/2020
001600190421,5791604571238,001,31/12/2020
001600190422,1460618328163,001,31/12/2020
001600190423,2430666429298,001,31/12/2020
001600190424,7104662638152,001,31/12/2020
001600190425,9719380092014,001,31/12/2020
001600190426,1880052978544,001,31/12/2020
001600190427,9650933081061,001,31/12/2020
001600190428,3635647861915,001,31/12/2020
001600190429,3355228338691,001,31/12/2020
001600190430,5785558815518,001,31/12/2020
001600190431,8173125207382,001,31/12/2020
001600190432,2061470013723,001,31/12/2020
001600190433,2015420080891,001,31/12/2020
001600190434,5558774177193,001,31/12/2020
001600190435,4112796852064,001,31/12/2020
001600190436,4459758356372,001,31/12/2020
001600190437,9920037388168,001,31/12/2020
001600190438,2616578717589,001,31/12/2020
001600190439,2832801138116,001,31/12/2020
001600190440,7933651321637,001,31/12/2020
001600190441,5859047799485,001,31/12/2020
001600190442,5980754173800,001,31/12/2020
001600190443,9402093206321,001,31/12/2020
001600190444,4864051472264,001,31/12/2020
001600190445,1088705454726,001,31/12/2020
001600190446,2877173133771,001,31/12/2020
001600190447,3845775436471,001,31/12/2020
001600190448,2228967619219,001,31/12/2020
001600190449,8447215422379,001,31/12/2020
001600190450,2586922492099,001,31/12/2020
001600190451,7318625465218,001,31/12/2020
001600190452,2462846073633,001,31/12/2020
001600190453,3991556197419,001,31/12/2020
001600190454,6066757850597,001,31/12/2020
001600190455,5495108043942,001,31/12/2020
001600190456,4637548779351,001,31/12/2020
001600190457,5681616479279,001,31/12/2020
001600190458,9641456219144,001,31/12/2020
001600190459,1095975140889,001,31/12/2020
001600190460,1257762206564,001,31/12/2020
001600190461,5656497888543,001,31/12/2020
001600190462,8929112281804,001,31/12/2020
001600190463,3736927092256,001,31/12/2020
001600190464,7762367266184,001,31/12/2020
001600190465,7107990705148,001,31/12/2020
001600190466,1129070483506,001,31/12/2020
001600190467,7376922023971,001,31/12/2020
001600190468,6720759613894,001,31/12/2020
001600190469,5276598848730,001,31/12/2020
001600190470,3613483691828,001,31/12/2020
001600190471,9083250885760,001,31/12/2020
001600190472,2438284752321,001,31/12/2020
001600190473,3177287564128,001,31/12/2020
001600190474,5895844083371,001,31/12/2020
001600190475,9394798026821,001,31/12/2020
001600190476,2894945571162,001,31/12/2020
001600190477,5652777963615,001,31/12/2020
001600190478,8101861422111,001,31/12/2020
001600190479,2362772891086,001,31/12/2020
001600190480,1322206920027,001,31/12/2020
001600190481,6264284570094,001,31/12/2020
001600190482,5171015436537,001,31/12/2020
001600190483,3501212050816,001,31/12/2020
001600190484,5633300570324,001,31/12/2020
001600190485,4985842014577,001,31/12/2020
001600190486,2590750203784,001,31/12/2020
001600190487,7169862565704,001,31/12/2020
001600190488,7870701738370,001,31/12/2020
001600190489,2258958883583,001,31/12/2020
001600190490,5621359792186,001,31/12/2020
001600190491,3805538927375,001,31/12/2020
001600190492,8941882772905,001,31/12/2020
001600190493,2943555114228,001,31/12/2020
001600190494,6987698026442,001,31/12/2020
001600190495,9211428472274,001,31/12/2020
001600190496,7412921959309,001,31/12/2020
001600190497,2528428600696,001,31/12/2020
001600190498,4830268221704,001,31/12/2020
001600190499,8343593984146,001,31/12/2020
001600190500,5835154791323,001,31/12/2020
001600190501,3201575964751,001,31/12/2020
001600190502,1818658828019,001,31/12/2020
001600190503,2342142853040,001,31/12/2020
001600190504,5208379518313,001,31/12/2020
001600190505,7734620477172,001,31/12/2020
001600190506,4452898244807,001,31/12/2020
001600190507,3945366470785,001,31/12/2020
001600190508,8315976554960,001,31/12/2020
001600190509,3073638352391,001,31/12/2020
001600190510,7438507986344,001,31/12/2020
001600190511,7749860790466,001,31/12/2020
001600190512,1544308069389,001,31/12/2020
001600190513,7500744098499,001,31/12/2020
001600190514,5895070098578,001,31/12/2020
001600190515,3745550587876,001,31/12/2020
001600190516,9244091055838,001,31/12/2020
001600190517,5533427029334,001,31/12/2020
001600190518,8481136251932,001,31/12/2020
001600190519,4558398716155,001,31/12/2020
001600190520,5667364846286,001,31/12/2020
001600190521,8812609788684,001,31/12/2020
001600190522,3634275847078,001,31/12/2020
001600190523,8164031710265,001,31/12/2020
001600190524,9656497899679,001,31/12/2020
001600190525,5395791499628,001,31/12/2020
001600190526,6932163830093,001,31/12/2020
001600190527,2278175787412,001,31/12/2020
001600190528,3177831526018,001,31/12/2020
001600190529,4905304137496,001,31/12/2020
001600190530,7162782046843,001,31/12/2020
001600190531,1629450458310,001,31/12/2020
001600190532,5489867618080,001,31/12/2020
001600190533,2259414721455,001,31/12/2020
001600190534,6650974214568,001,31/12/2020
001600190535,5361749921629,001,31/12/2020
001600190536,4689582875259,001,31/12/2020
001600190537,7395054545421,001,31/12/2020
001600190538,2542620501586,001,31/12/2020
001600190539,6904155714833,001,31/12/2020
001600190540,7790662820665,001,31/12/2020
001600190541,1229796153775,001,31/12/2020
001600190542,7428901188734,001,31/12/2020
001600190543,4542624666471,001,31/12/2020
001600190544,3766965920413,001,31/12/2020
001600190545,9705288366541,001,31/12/2020
001600190546,4711005501530,001,31/12/2020
001600190547,8026405504154,001,31/12/2020
001600190548,9460035602988,001,31/12/2020
001600190549,4125647006721,001,31/12/2020
001600190550,9416967720662,001,31/12/2020
001600190551,4460664446449,001,31/12/2020
001600190552,9734205668228,001,31/12/2020
001600190553,7965191448633,001,31/12/2020
001600190554,7077210176790,001,31/12/2020
001600190555,6321650768224,001,31/12/2020
001600190556,3019959575187,001,31/12/2020
001600190557,9310112467345,001,31/12/2020
001600190558,1994657136140,001,31/12/2020
001600190559,3910063293295,001,31/12/2020
001600190560,6946556661024,001,31/12/2020
001600190561,9142780927541,001,31/12/2020
001600190562,3692216913903,001,31/12/2020
001600190563,7187919626097,001,31/12/2020
001600190564,7335758936838,001,31/12/2020
001600190565,8487884729574,001,31/12/2020
001600190566,3041810639082,001,31/12/2020
001600190567,8383216278236,001,31/12/2020
001600190568,2790313845358,001,31/12/2020
001600190569,5655797019776,001,31/12/2020
001600190570,1169621020401,001,31/12/2020
001600190571,2213891555573,001,31/12/2020
001600190572,6107364584306,001,31/12/2020
001600190573,3409119706489,001,31/12/2020
001600190574,9708155293050,001,31/12/2020
001600190575,2862465731800,001,31/12/2020
001600190576,9522298804320,001,31/12/2020
001600190577,3945208738105,001,31/12/2020
001600190578,1576140766791,001,31/12/2020
001600190579,7248137955386,001,31/12/2020
001600190580,2511586718420,001,31/12/2020
001600190581,2956060637223,001,31/12/2020
001600190582,5741242868352,001,31/12/2020
001600190583,6543113430931,001,31/12/2020
001600190584,9675021167603,001,31/12/2020
001600190585,8846924855017,001,31/12/2020
001600190586,8423719885912,001,31/12/2020
001600190587,5363590732218,001,31/12/2020
001600190588,1794423017034,001,31/12/2020
001600190589,3260552121796,001,31/12/2020
001600190590,8432034690367,001,31/12/2020
001600190591,7522068524109,001,31/12/2020
001600190592,3661904922905,001,31/12/2020
001600190593,7879296278522,001,31/12/2020
001600190594,9726101777220,001,31/12/2020
001600190595,8177890669692,001,31/12/2020
001600190596,7554644323698,001,31/12/2020
001600190597,2453505595349,001,31/12/2020
001600190598,9359663948510,001,31/12/2020
001600190599,1159695296927,001,31/12/2020
001600190600,5636207528977,001,31/12/2020
001600190601,5933961531148,001,31/12/2020
001600190602,2354350281696,001,31/12/2020
001600190603,5278386320519,001,31/12/2020
001600190604,4734783638311,001,31/12/2020
001600190605,2646224245715,001,31/12/2020
001600190606,7208030205099,001,31/12/2020
001600190607,4905681603666,001,31/12/2020
001600190608,9432165654683,001,31/12/2020
001600190609,8295688817825,001,31/12/2020
001600190610,2551430318642,001,31/12/2020
001600190611,7716574581586,001,31/12/2020
001600190612,7886145668175,001,31/12/2020
001600190613,5169447199693,001,31/12/2020
001600190614,7251137524945,001,31/12/2020
001600190615,3643183810619,001,31/12/2020
001600190616,3844444965297,001,31/12/2020
001600190617,1709373489630,001,31/12/2020
001600190618,9717954593693,001,31/12/2020
001600190619,6573765818207,001,31/12/2020
001600190620,1929315183789,001,31/12/2020
001600190621,3535983798523,001,31/12/2020
001600190622,4481464554975,001,31/12/2020
001600190623,6468606579783,001,31/12/2020
001600190624,6993156769435,001,31/12/2020
001600190625,6482275414575,001,31/12/2020
001600190626,3070973891912,001,31/12/2020
001600190627,2571005570738,001,31/12/2020
001600190628,8816187580527,001,31/12/2020
001600190629,3833293530842,001,31/12/2020
001600190630,6333028466701,001,31/12/2020
001600190631,1879788364213,001,31/12/2020
001600190632,4831002588889,001,31/12/2020
001600190633,9057630434468,001,31/12/2020
001600190634,3913834690255,001,31/12/2020
001600190635,1050661210218,001,31/12/2020
001600190636,8636249354986,001,31/12/2020
001600190637,6730781864988,001,31/12/2020
001600190638,8347091897871,001,31/12/2020
001600190639,4894762384869,001,31/12/2020
001600190640,5327456436186,001,31/12/2020
001600190641,4455079448269,001,31/12/2020
001600190642,7205958758634,001,31/12/2020
001600190643,8761115262087,001,31/12/2020
001600190644,9091371487611,001,31/12/2020
001600190645,1438166118918,001,31/12/2020
001600190646,8956575771257,001,31/12/2020
001600190647,2713043639969,001,31/12/2020
001600190648,6546274552887,001,31/12/2020
001600190649,8926496652577,001,31/12/2020
001600190650,9910866041530,001,31/12/2020
001600190651,4127713532429,001,31/12/2020
001600190652,6343593960930,001,31/12/2020
001600190653,9699103995453,001,31/12/2020
001600190654,7085068682885,001,31/12/2020
001600190655,6789902820620,001,31/12/2020
001600190656,5001565168181,001,31/12/2020
001600190657,4804458870224,001,31/12/2020
001600190658,3025325306142,001,31/12/2020
001600190659,2062600105086,001,31/12/2020
001600190660,1327456399577,001,31/12/2020
001600190661,6686478803887,001,31/12/2020
001600190662,3140919421436,001,31/12/2020
001600190663,9983909358780,001,31/12/2020
001600190664,4746338726388,001,31/12/2020
001600190665,2841547297128,001,31/12/2020
001600190666,3862204537461,001,31/12/2020
001600190667,1496267775916,001,31/12/2020
001600190668,2664986259387,001,31/12/2020
001600190669,4636252580899,001,31/12/2020
001600190670,8128833463510,001,31/12/2020
001600190671,8611708675568,001,31/12/2020
001600190672,5200134543429,001,31/12/2020
001600190673,6315913294932,001,31/12/2020
001600190674,4810675381443,001,31/12/2020
001600190675,2965758761236,001,31/12/2020
001600190676,2587609175663,001,31/12/2020
001600190677,3844675586200,001,31/12/2020
001600190678,6619521795816,001,31/12/2020
001600190679,9838717519856,001,31/12/2020
001600190680,1718792429804,001,31/12/2020
001600190681,6102218640671,001,31/12/2020
001600190682,4024555537499,001,31/12/2020
001600190683,4907813229035,001,31/12/2020
001600190684,8502265987895,001,31/12/2020
001600190685,8643967124196,001,31/12/2020
001600190686,6771129560985,001,31/12/2020
001600190687,1402453140186,001,31/12/2020
001600190688,6395791491059,001,31/12/2020
001600190689,7570797798152,001,31/12/2020
001600190690,4831935625671,001,31/12/2020
001600190691,3868345658678,001,31/12/2020
001600190692,6558774194192,001,31/12/2020
001600190693,1754237983035,001,31/12/2020
001600190694,5885313160075,001,31/12/2020
001600190695,5363370822541,001,31/12/2020
001600190696,3499757228993,001,31/12/2020
001600190697,3522367589311,001,31/12/2020
001600190698,5681499366996,001,31/12/2020
001600190699,3603288807124,001,31/12/2020
001600190700,2932819818198,001,31/12/2020
001600190701,2529979827099,001,31/12/2020
001600190702,4620734613792,001,31/12/2020
001600190703,4616248178956,001,31/12/2020
001600190704,2607567181219,001,31/12/2020
001600190705,7609664452380,001,31/12/2020
001600190706,5185417236498,001,31/12/2020
001600190707,9235513233995,001,31/12/2020
001600190708,7822419615568,001,31/12/2020
001600190709,3040875675102,001,31/12/2020
001600190710,2232057263408,001,31/12/2020
001600190711,7499757224297,001,31/12/2020
001600190712,3094205918324,001,31/12/2020
001600190713,1740882275773,001,31/12/2020
001600190714,7342142793312,001,31/12/2020
001600190715,6116602414645,001,31/12/2020
001600190716,7435772163006,001,31/12/2020
001600190717,8504484765931,001,31/12/2020
001600190718,8825768798643,001,31/12/2020
001600190719,8455829585369,001,31/12/2020
001600190720,2696723707443,001,31/12/2020
001600190721,4065571221459,001,31/12/2020
001600190722,3079275141067,001,31/12/2020
001600190723,1920037367033,001,31/12/2020
001600190724,1282307134732,001,31/12/2020
001600190725,5991403360204,001,31/12/2020
001600190726,3618225734742,001,31/12/2020
001600190727,7529327697042,001,31/12/2020
001600190728,4159343132161,001,31/12/2020
001600190729,9808665086678,001,31/12/2020
001600190730,9137657811795,001,31/12/2020
001600190731,6432745818302,001,31/12/2020
001600190732,3665711337988,001,31/12/2020
001600190733,6649130051907,001,31/12/2020
001600190734,1673044594271,001,31/12/2020
001600190735,5604811904192,001,31/12/2020
001600190736,1985842016743,001,31/12/2020
001600190737,8500158272759,001,31/12/2020
001600190738,2412389044976,001,31/12/2020
001600190739,5571915861422,001,31/12/2020
001600190740,7832647636801,001,31/12/2020
001600190741,1338303311586,001,31/12/2020
001600190742,7895815759685,001,31/12/2020
001600190743,9581287773007,001,31/12/2020
001600190744,7086363145040,001,31/12/2020
001600190745,3958222193418,001,31/12/2020
001600190746,9224922868249,001,31/12/2020
001600190747,3635619336402,001,31/12/2020
001600190748,9174765713890,001,31/12/2020
001600190749,4013698230181,001,31/12/2020
001600190750,8817714806250,001,31/12/2020
001600190751,8325112159165,001,31/12/2020
001600190752,8706244895789,001,31/12/2020
001600190753,7110093466383,001,31/12/2020
001600190754,9113349869643,001,31/12/2020
001600190755,8435343230374,001,31/12/2020
001600190756,1099209191153,001,31/12/2020
001600190757,2765580106351,001,31/12/2020
001600190758,1777193837613,001,31/12/2020
001600190759,9965124891380,001,31/12/2020
001600190760,7874712198360,001,31/12/2020
001600190761,8834911093731,001,31/12/2020
001600190762,2879198928856,001,31/12/2020
001600190763,4550866307987,001,31/12/2020
001600190764,8039911021402,001,31/12/2020
001600190765,8422939156983,001,31/12/2020
001600190766,6252712769522,001,31/12/2020
001600190767,4336032962865,001,31/12/2020
001600190768,1410252556383,001,31/12/2020
001600190769,7505425647394,001,31/12/2020
001600190770,8491051867066,001,31/12/2020
001600190771,2893647279152,001,31/12/2020
001600190772,9183037014972,001,31/12/2020
001600190773,8482275401166,001,31/12/2020
001600190774,2105946139846,001,31/12/2020
001600190775,3096194649708,001,31/12/2020
001600190776,6816211130647,001,31/12/2020
001600190777,1301870416014,001,31/12/2020
001600190778,9377618717679,001,31/12/2020
001600190779,4019999665548,001,31/12/2020
001600190780,2649981297599,001,31/12/2020
001600190781,6587609139663,001,31/12/2020
001600190782,9214620528996,001,31/12/2020
001600190783,7259741985972,001,31/12/2020
001600190784,3111819895043,001,31/12/2020
001600190785,6652008055428,001,31/12/2020
001600190786,1271770168302,001,31/12/2020
001600190787,1009728656715,001,31/12/2020
001600190788,8501286492924,001,31/12/2020
001600190789,4176530100301,001,31/12/2020
001600190790,8644065250631,001,31/12/2020
001600190791,9817892634408,001,31/12/2020
001600190792,9433314270511,001,31/12/2020
001600190793,1116602474640,001,31/12/2020
001600190794,7113556077151,001,31/12/2020
001600190795,6475366234210,001,31/12/2020
001600190796,3653842129272,001,31/12/2020
001600190797,8347971612831,001,31/12/2020
001600190798,3259966967936,001,31/12/2020
001600190799,1965124898812,001,31/12/2020
001600190800,3015186175135,001,31/12/2020
001600190801,3711377387233,001,31/12/2020
001600190802,3274890684997,001,31/12/2020
001600190803,5861977460895,001,31/12/2020
001600190804,4506184913109,001,31/12/2020
001600190805,2993440394538,001,31/12/2020
001600190806,8818004529415,001,31/12/2020
001600190807,8475549487514,001,31/12/2020
001600190808,3627227146134,001,31/12/2020
001600190809,7333686762790,001,31/12/2020
001600190810,7685996583192,001,31/12/2020
001600190811,7625579582242,001,31/12/2020
001600190812,4749629369580,001,31/12/2020
001600190813,3455454089630,001,31/12/2020
001600190814,3588779106756,001,31/12/2020
001600190815,1932078448960,001,31/12/2020
001600190816,8751849443925,001,31/12/2020
001600190817,8648609614428,001,31/12/2020
001600190818,2695533650262,001,31/12/2020
001600190819,3219437385167,001,31/12/2020
001600190820,3826493943189,001,31/12/2020
001600190821,8392237132808,001,31/12/2020
001600190822,8089881981770,001,31/12/2020
001600190823,9235658655398,001,31/12/2020
001600190824,8687041360195,001,31/12/2020
001600190825,7629395551951,001,31/12/2020
001600190826,4814629643448,001,31/12/2020
001600190827,1831736260744,001,31/12/2020
001600190828,3293069968889,001,31/12/2020
001600190829,3817662306393,001,31/12/2020
001600190830,9084760252709,001,31/12/2020
001600190831,3099744966203,001,31/12/2020
001600190832,7860477666508,001,31/12/2020
001600190833,4695588813068,001,31/12/2020
001600190834,1116721782550,001,31/12/2020
001600190835,3051742369426,001,31/12/2020
001600190836,9451488119431,001,31/12/2020
001600190837,3487884660590,001,31/12/2020
001600190838,6370102744062,001,31/12/2020
001600190839,6122231973645,001,31/12/2020
001600190840,7002293527876,001,31/12/2020
001600190841,8397659348014,001,31/12/2020
001600190842,5226829316640,001,31/12/2020
001600190843,6362772945753,001,31/12/2020
001600190844,3998979063238,001,31/12/2020
001600190845,5822419520126,001,31/12/2020
001600190846,3837754406967,001,31/12/2020
001600190847,3618146384253,001,31/12/2020
001600190848,6420238146982,001,31/12/2020
001600190849,3912363714509,001,31/12/2020
001600190850,1103881799747,001,31/12/2020
001600190851,6549929829454,001,31/12/2020
001600190852,1295144941672,001,31/12/2020
001600190853,8024750656071,001,31/12/2020
001600190854,1576140711619,001,31/12/2020
001600190855,7500715807781,001,31/12/2020
001600190856,4902884329307,001,31/12/2020
001600190857,4704875207508,001,31/12/2020
001600190858,7461407227361,001,31/12/2020
001600190859,8996328243697,001,31/12/2020
001600190860,5236369454914,001,31/12/2020
001600190861,3649473907297,001,31/12/2020
001600190862,3965124929989,001,31/12/2020
001600190863,9110078789734,001,31/12/2020
001600190864,2406239878659,001,31/12/2020
001600190865,6313089266530,001,31/12/2020
001600190866,7683632087445,001,31/12/2020
001600190867,5397068816115,001,31/12/2020
001600190868,7703084606469,001,31/12/2020
001600190869,8036904133735,001,31/12/2020
